video_name,time,OCR
How To Write A Case Brief or Case Outline for Law School (With An Example),155.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),160.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),165.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),170.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),175.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),180.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),185.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),190.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,U.S. Supreme Court, 485 U.S,FORTHEFEDERALCIRCUIT,759 (1988),BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGAL CENTER,,Smith v Jones [1986] 2 WLR 123,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),195.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCAASSOCIATES,,Petitioner,,V.,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERALCIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counsel of Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,Counsel forAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,ton,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),200.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCAASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERALCIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counsel of Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,Counsel forAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),205.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCAASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERALCIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counsel of Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,Counsel forAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),210.0,"No.11-1352,3nThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCAASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERALCIRCUIT,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counsel of Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,Counsel forAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),215.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERALCIRCUIT,BRIEFAMICUSCURIAEOF,Justice Kennedy,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia22201,(703)993-8054,seagle@gmu.edu,CounselforAmicusCuriae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),220.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERALCIRCUIT,BRIEFAMICUSCURIAEOF,Justice Kennedy,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia22201,(703)993-8054,seagle@gmu.edu,CounselforAmicusCuriae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),225.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERALCIRCUIT,BRIEFAMICUSCURIAEOF,Justice Kennedy,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia22201,(703)993-8054,seagle@gmu.edu,CounselforAmicusCuriae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),230.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERALCIRCUIT,BRIEFAMICUSCURIAEOF,Justice Kennedy,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia22201,(703)993-8054,seagle@gmu.edu,CounselforAmicusCuriae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),235.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERALCIRCUIT,BRIEFAMICUSCURIAEOF,Justice Kennedy,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia22201,(703)993-8054,seagle@gmu.edu,CounselforAmicusCuriae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),240.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERALCIRCUIT,BRIEFAMICUSCURIAEOF,Justice Kennedy,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia22201,(703)993-8054,seagle@gmu.edu,CounselforAmicusCuriae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),245.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURTOFAPPEALS,Author,FORTHEFEDERALCIRCUIT,BRIEFAMICUSCURIAEOF,Justice Kennedy,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia22201,(703)993-8054,seagle@gmu.edu,CounselforAmicusCuriae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSRN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),250.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURT OFAPPEALS,Author,FORTHEFEDERALCIRCUIT,Procedural History,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,On appeal / trial,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSN.W.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),255.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURT OFAPPEALS,Author,FORTHEFEDERALCIRCUIT,Procedural History,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,On appeal / trial,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSNW.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),260.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURT OFAPPEALS,Author,FORTHEFEDERALCIRCUIT,Procedural History,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,On appeal / trial,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSNW.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),265.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURT OFAPPEALS,Author,FORTHEFEDERALCIRCUIT,Procedural History,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,On appeal / trial,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSNW.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),270.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURT OFAPPEALS,Author,FORTHEFEDERALCIRCUIT,Procedural History,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,On appeal / trial,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSNW.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),275.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURT OFAPPEALS,Author,FORTHEFEDERALCIRCUIT,Procedural history,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,Facts,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSNW.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),280.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURT OFAPPEALS,Author,FORTHEFEDERALCIRCUIT,Procedural history,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,Facts,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSNW.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),285.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURT OFAPPEALS,Author,FORTHEFEDERALCIRCUIT,Procedural history,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,Facts,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSNW.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),290.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURT OFAPPEALS,Author,FORTHEFEDERALCIRCUIT,Procedural history,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,Facts,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSNW.,on,D.C.20006"
How To Write A Case Brief or Case Outline for Law School (With An Example),295.0,"No.11-1352,JnThe,How to Read (and Brief) Cases,Supreme Court of the nited States,CCA ASSOCIATES,,Petitioner,,Parties / Caption,UNITEDSTATES,,Respondent.,Citation,ONPETITIONFORWRITOFCERTIORARITO,THEUNITEDSTATESCOURT OFAPPEALS,Author,FORTHEFEDERALCIRCUIT,Procedural history,BRIEFAMICUSCURIAEOF,THENATIONALFEDERATIONOFINDEPENDENT,BUSINESSSMALLBUSINESSLEGALCENTER,,THE CATOINSTITUTE,AND THE CENTERFOR,Facts,CONSTITUTIONALJURISPRUDENCE,Steven J.Eagle,Counselof Record,GEORGEMASONUNIVERSITYSCHOOLOFLAW,3301FairfaxDrive,Arlington,Virginia 22201,(703)993-8054,seagle@gmu.edu,CounselforAmicus Curiae,Dated:June11,2012,(additionalcounsel listedinsidecover),THELEXGROUPD1S25KSNW.,on,D.C.20006"
